fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
lighthouse-iq.pricing.free_trial,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.free_trial,,not-found,,https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.pricing.list_price,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.list_price,Collection $295/hour; data ingestion $39/GB; export $175/GB; users $89/user/month; hosting $12/GB/month,stated,"""Data Ingestion""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.pricing.minimum_term,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.minimum_term,hosting billed monthly and cannot be prorated,stated,"""Hosting is billed monthly and cannot be prorated.""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.pricing.model,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.model,usage,stated,"""the following pricing applies to any Services provided by Lighthouse""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.pricing.published,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.published,yes,stated,"""$39""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.pricing.seat_minimum,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),pricing.seat_minimum,,not-found,,https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.security.cyber_essentials,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.cyber_essentials,yes,stated,"""Lighthouse has achieved Cyber Essentials compliance""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,,
lighthouse-iq.security.data_residency,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.data_residency,,not-found,,https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.security.encryption_at_rest,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.encryption_at_rest,"yes; at rest and in transit, typically AES-128 or higher",stated,"""We encrypt all data at rest and in transit""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,,
lighthouse-iq.security.iso27001,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.iso27001,yes,stated,"""conforms to the requirements of ISO 27001""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,,
lighthouse-iq.security.iso42001,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.iso42001,,not-found,,https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.security.no_training_on_customer_data,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.no_training_on_customer_data,client data not available to Microsoft or OpenAI for ML/AI/GenAI services,stated,"""client data is not available to Microsoft or OpenAI""",https://www.lighthouseglobal.com/pricing-2023,http://web.archive.org/web/20260422140514/https://www.lighthouseglobal.com/pricing-2023,2026-09-06,,,
lighthouse-iq.security.private_deployment,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.private_deployment,,not-found,,https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.security.retention_period,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.retention_period,contract-end return/deletion within 30 days; backups on 30-day rolling retention,stated,"""returned and deleted from our systems within 30 days""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,,
lighthouse-iq.security.soc2,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.soc2,yes,stated,"""Lighthouse has achieved SOC 2 compliance""",https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,,
lighthouse-iq.security.sso_saml,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.sso_saml,,not-found,,https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
lighthouse-iq.security.zero_retention,lighthouse-iq,LighthouseIQ,Lighthouse (Lighthouse eDiscovery),security.zero_retention,,not-found,,https://www.lighthouseglobal.com/privacy-policy,http://web.archive.org/web/20260725212924/https://www.lighthouseglobal.com/privacy-policy,2026-09-06,,"[""https://www.lighthouseglobal.com/"", ""https://www.lighthouseglobal.com/pricing-2023"", ""https://www.lighthouseglobal.com/spectra"", ""https://www.lighthouseglobal.com/privacy-policy"", ""https://www.lighthouseglobal.com/terms-of-use""]",
linksquares.accuracy.claim,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",accuracy.claim,AI Legal Assistant claims citation-backed research eliminates hallucination risk,stated,"""eliminating the hallucination risk that makes generic AI tools unreliable""",https://linksquares.com/ai-legal-assistant,http://web.archive.org/web/20260825182531/https://linksquares.com/ai-legal-assistant/,2026-09-06,,,
linksquares.accuracy.method_published,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",accuracy.method_published,yes,stated,"""every legal research output traces back to verified legal sources""",https://linksquares.com/ai-legal-assistant,http://web.archive.org/web/20260825182531/https://linksquares.com/ai-legal-assistant/,2026-09-06,,,
linksquares.contract.audit_rights,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.audit_rights,SOC 2 Type II report on request; additional information once per calendar year if insufficient,stated,"""not exercise this right more than once per calendar year""",https://linksquares.com/data-processing-addendum,http://web.archive.org/web/20260521084444/https://linksquares.com/data-processing-addendum/,2026-09-06,,,
linksquares.contract.dpa_available,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.dpa_available,yes,stated,"""Data Processing Addendum""",https://linksquares.com/data-processing-addendum,http://web.archive.org/web/20260521084444/https://linksquares.com/data-processing-addendum/,2026-09-06,,,
linksquares.contract.liability_cap,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.liability_cap,fees paid or payable in the year the claim arose,stated,"""FEES PAID OR PAYABLE BY CLIENT TO LINKSQUARES IN THE YEAR IN WHICH THE CLAIM AROSE""",https://linksquares.com/saas-terms-of-service,https://web.archive.org/web/20260906070004/https://linksquares.com/saas-terms-of-service/,2026-09-06,,,
linksquares.contract.model_providers,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.model_providers,"[""LLM providers (unnamed)""]",stated,"""We pull LLMs into our system""",https://linksquares.com/linkai,http://web.archive.org/web/20260731195803/https://linksquares.com/linkai/,2026-09-06,,,
linksquares.contract.privacy_last_updated,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.privacy_last_updated,2026-02-09,stated,"""Last Updated: February 9, 2026""",https://linksquares.com/privacy-policy,http://web.archive.org/web/20260731195754/https://linksquares.com/privacy-policy/,2026-09-06,2026-02-09,,
linksquares.contract.provider_data_use,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.provider_data_use,customer contract data/legal work product not shared with or used to train third-party LLM providers,stated,"""never shared with or used to train third-party LLM providers""",https://linksquares.com/ai-legal-assistant,http://web.archive.org/web/20260825182531/https://linksquares.com/ai-legal-assistant/,2026-09-06,,,
linksquares.contract.subprocessors_published,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.subprocessors_published,"published by URL in DPA, but direct public fetch returned 403",stated,"""Subprocessor List""",https://linksquares.com/data-processing-addendum,http://web.archive.org/web/20260521084444/https://linksquares.com/data-processing-addendum/,2026-09-06,,,DPA names a subprocessor list URL; direct unauthenticated Zendesk fetch returned 403 during audit.
linksquares.contract.terms_last_updated,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",contract.terms_last_updated,,not-found,,https://linksquares.com/data-processing-addendum,http://web.archive.org/web/20260521084444/https://linksquares.com/data-processing-addendum/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.pricing.free_trial,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.free_trial,,not-found,,https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.pricing.list_price,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.list_price,,not-found,,https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.pricing.minimum_term,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.minimum_term,,not-found,,https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.pricing.model,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.model,enterprise,stated,"""personalized pricing based on the number of users, contract volume, and features required""",https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,,
linksquares.pricing.published,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.published,no,not-found,,https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.pricing.seat_minimum,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",pricing.seat_minimum,,not-found,,https://linksquares.com/pricing,http://web.archive.org/web/20260731195754/https://linksquares.com/pricing/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.product.integration_word,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",product.integration_word,yes,stated,"""integrated with Microsoft Word""",https://linksquares.com/ai-legal-assistant,http://web.archive.org/web/20260825182531/https://linksquares.com/ai-legal-assistant/,2026-09-06,,,
linksquares.security.audit_logs,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.audit_logs,yes,stated,"""Audit Log""",https://linksquares.com/security,http://web.archive.org/web/20260828035119/https://linksquares.com/security/,2026-09-06,,,
linksquares.security.data_residency,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.data_residency,"[""United States""]",stated,"""hosted in the U.S.""",https://linksquares.com/security,http://web.archive.org/web/20260828035119/https://linksquares.com/security/,2026-09-06,,,
linksquares.security.encryption_at_rest,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.encryption_at_rest,yes; AES-256 at rest,stated,"""Encryption At-Rest (AES-256)""",https://linksquares.com/security,http://web.archive.org/web/20260828035119/https://linksquares.com/security/,2026-09-06,,,
linksquares.security.iso27001,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.iso27001,yes,stated,"""ISO 27001""",https://linksquares.com/security,http://web.archive.org/web/20260828035119/https://linksquares.com/security/,2026-09-06,,,
linksquares.security.iso42001,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.iso42001,,not-found,,https://linksquares.com/security,http://web.archive.org/web/20260828035119/https://linksquares.com/security/,2026-09-06,,"[""https://linksquares.com"", ""https://linksquares.com/pricing"", ""https://linksquares.com/security"", ""https://linksquares.com/saas-terms-of-service"", ""https://linksquares.com/data-processing-addendum"", ""https://linksquares.com/linkai"", ""https://linksquares.com/ai-legal-assistant"", ""https://linksquares.com/privacy-policy""]",
linksquares.security.no_training_on_customer_data,linksquares,LinkSquares (LinkAI),"LinkSquares, Inc.",security.no_training_on_customer_data,limited: third-party LLM providers no; anonymized client data may train LinkSquares AI,contradictory,"""improve (“train”) its artificial intelligence algorithms and machine learning models""",https://linksquares.com/saas-terms-of-service,https://web.archive.org/web/20260906070004/https://linksquares.com/saas-terms-of-service/,2026-09-06,,,AI pages say legal work product is never used to train third-party LLM providers; SaaS TOS allows anonymized Client Data for internal AI training.
